Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
264;Luke Kennard;SG;26;13;35;11;20.srp;2.kol;6;0.464;1.srp;3.kol;0.447;1.sij;2.ožu;0.494;0.604;0.5;0.6;0.95;0.2;2.vlj;2.tra;1.sij;0.5;0.1;0.9;1.ožu;7.kol
264;Luke Kennard;SG;26;15;24;3;24.lip;3.kol;7.sij;0.526;3.sij;5.srp;0.54;0.7;1.tra;0.471;0.743;0.8;0.8;0.947;0.4;2.kol;3.sij;2.ožu;0.5;0;0.7;1.svi;11.ožu
265;Walker Kessler;C;21;29;74;40;23;4;5.lip;0.72;0;0;0.333;4;5.lip;0.723;0.721;1.sij;2.sij;0.516;3.sij;5.ožu;8.tra;0.9;0.4;2.ožu;0.8;2.ožu;9.vlj
266;Braxton Key;SF;25;9;3;0;3;0.3;0.3;1;0;0;0;0.3;0.3;1;1;0.7;0.7;1;0;0.3;0.3;0;0;0;0;0;1.ožu
267;Louis King;SF;23;23;1;0;29;8;13;0.615;4;8;0.5;4;5;0.8;0.769;0;1;0;2;2;4;2;1;0;2;4;20
268;Corey Kispert;SF;23;30;74;45;28.ožu;3.ruj;7.ruj;0.497;2.vlj;5.vlj;0.424;1.srp;2.srp;0.637;0.637;1;1.vlj;0.852;0.4;2.tra;2.kol;1.vlj;0.4;0.1;0.7;1.ožu;11.sij
269;Maxi Kleber;C;31;7;37;5;25.sij;2.sij;4.lip;0.456;1.sij;3;0.348;1;1.svi;0.667;0.571;0.7;1;0.711;0.8;2.kol;3.lip;1.tra;0.3;0.8;0.7;2.ožu;5.ruj
270;Nathan Knight;PF;25;18;38;0;7.srp;1.vlj;2.sij;0.568;0.2;0.6;0.364;1;1.lip;0.644;0.617;1;1.svi;0.684;0.6;0.9;1.svi;0.3;0.3;0.2;0.6;1.sij;3.srp
271;Kevin Knox;PF-SF;23;0;63;5;15.sij;2.tra;5.ožu;0.458;1;3;0.349;1.tra;2.ožu;0.596;0.556;0.7;1;0.767;0.5;2.ožu;2.kol;0.5;0.4;0.2;0.8;1.svi;6.lip
271;Kevin Knox;PF;23;9;42;1;14.sij;2;4.ožu;0.469;1;2.kol;0.371;1;1.svi;0.651;0.589;0.6;0.8;0.788;0.5;2.sij;2.lip;0.4;0.3;0.3;0.8;1.kol;5.lip
271;Kevin Knox;SF;23;25;21;4;17.sij;3.vlj;7.ožu;0.444;1;3.ožu;0.314;2.vlj;4;0.554;0.516;1;1.ožu;0.741;0.7;2.lip;3.ožu;0.9;0.5;0;0.9;1;8.svi
272;Christian Koloko;C;22;28;58;19;13.kol;1.vlj;2.lip;0.48;0;0.2;0.083;1.vlj;2.tra;0.514;0.483;0.6;1;0.627;1.tra;1.svi;2.ruj;0.5;0.4;1;0.3;2.vlj;3.sij
273;John Konchar;SG;26;15;72;23;20.kol;1.ruj;4.tra;0.431;0.8;2.svi;0.339;1.sij;2;0.545;0.525;0.4;0.5;0.778;0.9;3.tra;4.ožu;1.tra;1.sij;0.3;0.5;1.lip;5.sij
274;Furkan Korkmaz;SG;25;23;37;0;9.svi;1.ožu;3;0.432;0.5;1.vlj;0.391;0.8;1.kol;0.462;0.514;0.7;1;0.722;0.2;1;1.sij;0.6;0.3;0.1;0.6;0.5;3.kol
275;Luke Kornet;C;27;2;69;0;11.srp;1.lip;2.svi;0.665;0;0.2;0.231;1.lip;2.ožu;0.701;0.674;0.5;0.6;0.821;1.vlj;1.lip;2.ruj;0.8;0.2;0.7;0.4;1.vlj;3.kol
276;Vit Krejci;PG;22;1;29;0;5.srp;0.5;1.ožu;0.405;0.2;0.7;0.238;0.3;0.6;0.625;0.473;0;0.1;0.5;0.2;0.7;0.9;0.6;0.2;0;0.2;0.6;1.vlj
277;Jonathan Kuminga;PF;20;10;67;16;20.kol;3.ruj;7.tra;0.525;0.8;2.vlj;0.37;3.sij;5.vlj;0.59;0.579;1.ožu;2.sij;0.652;1;2.tra;3.tra;1.ruj;0.6;0.5;1.tra;2.ožu;9.ruj
278;Kyle Kuzma;PF;27;30;64;64;35;8;17.kol;0.448;2.svi;7.svi;0.333;5.svi;10.ožu;0.533;0.518;2.srp;3.srp;0.73;0.9;6.tra;7.vlj;3.srp;0.6;0.5;3;2.ožu;21.vlj
279;Anthony Lamb;SF;25;10;62;4;19.ožu;2.tra;5.sij;0.471;1.vlj;3.vlj;0.367;1.vlj;1.ruj;0.652;0.588;0.7;1;0.767;0.9;2.lip;3.svi;1.svi;0.5;0.3;0.9;2.vlj;6.srp
280;Jock Landale;C;27;24;69;4;14.vlj;2.lip;4.ruj;0.528;0.3;1.vlj;0.25;2.ožu;3.srp;0.621;0.559;1.sij;1.svi;0.752;1.srp;2.ožu;4.sij;1;0.2;0.4;0.9;1.kol;6.lip
281;Romeo Langford;SG;23;27;43;21;19.lip;2.kol;6;0.467;0.4;1.tra;0.262;2.tra;4.lip;0.53;0.498;0.9;1.ožu;0.696;1.ožu;1.ožu;2.srp;1.vlj;0.6;0.3;0.7;1.lip;6.ruj
282;Jake LaRavia;PF;21;15;35;0;11.kol;1.sij;2.srp;0.389;0.7;2;0.338;0.4;0.7;0.542;0.516;0.2;0.3;0.778;0.5;1.ožu;1.kol;0.6;0.3;0.1;0.5;1.tra;3
283;Zach LaVine;SG;27;5;77;77;35.9;8.srp;18;0.485;2.lip;7.sij;0.375;6.sij;11;0.556;0.558;4.srp;5.lip;0.848;0.5;3.ruj;4.svi;4.vlj;0.9;0.2;2.svi;2.sij;24.kol
284;A.J. Lawson;SG;22;0;15;0;7.vlj;1.svi;2.ruj;0.5;0.7;1.srp;0.4;0.8;1.ožu;0.632;0.614;0.1;0.5;0.25;0.4;1;1.tra;0.1;0.1;0;0.2;0.7;3.srp
284;A.J. Lawson;SG;22;18;1;0;2;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;2
284;A.J. Lawson;SG;22;7;14;0;7.lip;1.svi;3.sij;0.488;0.7;1.kol;0.4;0.8;1.ožu;0.611;0.605;0.1;0.6;0.25;0.4;1;1.tra;0.1;0.1;0;0.2;0.7;3.ruj
285;Damion Lee;SG;30;24;74;5;20.tra;2.srp;6.sij;0.442;1.svi;3.ožu;0.445;1.vlj;2.kol;0.439;0.564;1.ožu;1.tra;0.904;0.5;2.svi;3;1.ožu;0.4;0.1;1.sij;1.lip;8.vlj
286;Saben Lee;PG;23;0;25;1;14.ruj;2;4.kol;0.405;0.4;1.vlj;0.367;1.svi;3.lip;0.418;0.45;1.srp;2.ožu;0.737;0.5;1.ožu;1.kol;2.srp;0.8;0;1;1.ožu;6
286;Saben Lee;PG;23;23;2;0;5;1.svi;2;0.75;0;0.5;0;1.svi;1.svi;1;0.75;0;0;0;0;0;0;1;0.5;0;1.svi;0.5;3
286;Saben Lee;PG;23;24;23;1;15.kol;2;5.sij;0.393;0.5;1.ožu;0.379;1.svi;3.kol;0.398;0.44;1.kol;2.svi;0.737;0.6;1.tra;2;2.kol;0.8;0;0.9;1.ožu;6.ožu
287;Alex Len;C;29;26;26;2;6.vlj;0.6;1.vlj;0.533;0;0.1;0;0.6;1.sij;0.571;0.533;0.4;0.6;0.688;0.9;1.tra;2.ožu;0.5;0.2;0.4;0.6;1.sij;1.srp
288;Kawhi Leonard;SF;31;13;52;50;33.6;8.lip;16.kol;0.512;2;4.kol;0.416;6.lip;11.ruj;0.551;0.572;4.srp;5.tra;0.871;1.sij;5.tra;6.svi;3.ruj;1.tra;0.5;1.srp;1.lip;23.kol
289;Meyers Leonard;C;30;17;9;2;12.srp;1.lip;3.vlj;0.483;0.8;2;0.389;0.8;1.vlj;0.636;0.603;0.9;1;0.889;1.ožu;2.tra;3.kol;0.1;0.2;0;0.7;1.kol;4.kol
290;Caris LeVert;SG;28;6;74;30;30.2;4.ožu;10;0.431;1.srp;4.tra;0.392;2.lip;5.lip;0.462;0.517;1.kol;2.tra;0.722;0.7;3.sij;3.kol;3.ruj;1;0.3;1.lip;2.ožu;12.sij
291;Kira Lewis Jr.;PG;21;19;25;0;9.tra;1.lip;3.svi;0.455;0.6;1.tra;0.441;1;2.vlj;0.463;0.54;0.8;0.9;0.864;0.2;1.sij;1.ožu;0.9;0.4;0.1;0.4;1;4.lip
292;Damian Lillard;PG;32;25;58;58;36.3;9.lip;20.srp;0.463;4.vlj;11.ožu;0.371;5.tra;9.tra;0.574;0.564;8.kol;9.lip;0.914;0.8;4;4.kol;7.ožu;0.9;0.3;3.ožu;1.ruj;32.2
293;Nassir Little;SF;22;25;54;4;18.sij;2.svi;5.lip;0.442;1.sij;2.ruj;0.367;1.tra;2.srp;0.524;0.538;0.6;0.9;0.717;0.5;2.sij;2.lip;0.9;0.4;0.4;0.7;1.vlj;6.lip
294;Isaiah Livers;PF;24;9;52;22;23.sij;2.ožu;5.svi;0.417;1.tra;3.ruj;0.365;0.9;1.lip;0.541;0.545;0.6;0.8;0.821;0.5;2.vlj;2.kol;0.8;0.5;0.5;0.6;2;6.srp
295;Kenneth Lofton Jr.;PF;20;15;24;1;7.ožu;2;3.ruj;0.527;0.3;0.7;0.353;1.kol;3.vlj;0.566;0.559;0.7;1.sij;0.593;0.8;1.ožu;2.sij;0.8;0.2;0.1;0.5;1.vlj;5
296;Kevon Looney;C;26;10;82;70;23.ruj;3;4.srp;0.63;0;0;0;3;4.srp;0.632;0.63;1.sij;1.ruj;0.606;3.ožu;5.ruj;9.ožu;2.svi;0.6;0.6;0.5;2.srp;7
297;Brook Lopez;C;34;17;78;78;30.tra;6.sij;11.svi;0.531;1.srp;4.srp;0.374;4.tra;6.ruj;0.637;0.606;1.ruj;2.tra;0.784;2;4.srp;6.srp;1.ožu;0.5;2.svi;1.tra;2.lip;15.ruj
298;Robin Lopez;C;34;6;37;2;8.sij;1.ožu;2;0.64;0.1;0.1;0.5;1.vlj;1.ruj;0.648;0.653;0.4;0.5;0.778;0.6;0.8;1.tra;0.5;0.1;0.2;0.7;1.vlj;3
299;Kevin Love;PF;34;0;62;20;20;2.srp;6.kol;0.389;1.lip;4.kol;0.334;1.sij;2.sij;0.516;0.506;1.ožu;1.svi;0.879;1;5.svi;6.tra;1.ruj;0.3;0.2;1.sij;1.lip;8.vlj
299;Kevin Love;PF;34;6;41;3;20;2.srp;7;0.389;1.srp;4.kol;0.354;1;2.vlj;0.467;0.511;1.tra;1.svi;0.889;1;5.kol;6.kol;1.ruj;0.2;0.2;1.sij;1.lip;8.svi
299;Kevin Love;PF;34;16;21;17;20;2.lip;6.lip;0.388;1.tra;4.kol;0.297;1.sij;1.kol;0.632;0.496;1.sij;1.ožu;0.857;0.8;4.ruj;5.srp;1.ruj;0.4;0.2;1.sij;1.svi;7.srp
300;Kyle Lowry;PG;36;16;55;44;31.2;3.lip;8.kol;0.404;1.ruj;5.lip;0.345;1.lip;3.vlj;0.509;0.514;2.sij;2.svi;0.859;0.8;3.ožu;4.sij;5.sij;1;0.4;1.ruj;2.lip;11.vlj
301;Trey Lyles;PF;27;26;74;0;16.ruj;2.svi;5.svi;0.458;1.vlj;3.vlj;0.363;1.tra;2.ožu;0.595;0.565;1.tra;1.srp;0.815;0.9;3.sij;4.sij;0.9;0.4;0.4;0.9;1.ožu;7.lip
302;Théo Maledon;PG;21;4;44;7;19.tra;2.ožu;5.kol;0.402;0.6;2.vlj;0.295;1.srp;3.lip;0.465;0.457;1.tra;1.srp;0.851;0.3;2.svi;2.kol;3.svi;0.8;0.3;1.ožu;1.tra;6.srp
303;Sandro Mamukelashvili;C;23;0;43;7;15.ožu;2.ožu;5.ožu;0.422;0.7;2.ožu;0.303;1.lip;3;0.511;0.487;0.9;1.ožu;0.684;1.lip;2.srp;4.ožu;1.tra;0.3;0.3;0.8;1.vlj;6.sij
303;Sandro Mamukelashvili;C;23;17;24;0;9;0.8;2.tra;0.328;0.3;1.ožu;0.219;0.5;1.sij;0.462;0.388;0.5;0.8;0.667;0.8;1.lip;2.ožu;0.7;0.2;0.2;0.4;0.8;2.tra
303;Sandro Mamukelashvili;C;23;27;19;7;23.ožu;4.sij;9.sij;0.453;1.vlj;3.svi;0.343;2.ruj;5.svi;0.524;0.52;1.tra;2.sij;0.692;2.srp;4.sij;6.kol;2.tra;0.5;0.4;1.tra;1.srp;10.kol
304;Terance Mann;SG;26;13;81;36;23.sij;3.tra;6.svi;0.519;1;2.tra;0.389;2.tra;4;0.598;0.593;1.sij;1.svi;0.78;1;2.svi;3.tra;2.ožu;0.5;0.3;1;1.kol;8.kol
305;Tre Mann;PG;21;21;67;5;17.srp;2.ruj;7.svi;0.393;1.vlj;3.kol;0.315;1.srp;3.lip;0.475;0.474;0.6;0.8;0.764;0.4;1.ruj;2.ožu;1.kol;0.6;0.2;0.9;1.svi;7.srp
306;Boban Marjanovi?;C;34;11;31;0;5.svi;1.ožu;1.ruj;0.683;0;0;0;1.ožu;1.ruj;0.695;0.683;0.6;0.9;0.741;0.6;1.ožu;1.ruj;0.3;0.2;0.1;0.5;0.3;3.ožu
307;Lauri Markkanen;SF;25;29;66;66;34.4;8.srp;17.ožu;0.499;3;7.srp;0.391;5.lip;9.lip;0.585;0.586;5.ožu;6;0.875;2;6.srp;8.lip;1.ruj;0.6;0.6;1.ruj;2.sij;25.lip
308;Naji Marshall;SF;25;19;77;21;23.ožu;3.vlj;7.tra;0.433;0.9;2.kol;0.303;2.tra;4.lip;0.513;0.49;1.kol;2.ožu;0.789;0.6;3;3.lip;2.svi;0.7;0.2;1.ožu;1.svi;9.sij
309;Caleb Martin;PF;27;16;71;49;29.ožu;3.lip;7.srp;0.464;1.vlj;3.ožu;0.356;2.tra;4.tra;0.545;0.54;1.ožu;1.lip;0.805;1.vlj;3.lip;4.kol;1.lip;1;0.4;1.sij;2;9.lip
310;Cody Martin;SF;27;4;7;0;19.sij;2;5.sij;0.389;0.4;2;0.214;1.lip;3.sij;0.5;0.431;0.6;1;0.571;1.sij;2.ožu;3.tra;1.lip;0.6;0.1;0.3;1.ruj;5
311;Kenyon Martin Jr.;SF;22;11;82;49;28;5;8.kol;0.569;0.8;2.lip;0.315;4.vlj;6.sij;0.679;0.617;1.kol;2.srp;0.68;1.svi;4;5.svi;1.svi;0.5;0.4;1.sij;1.kol;12.srp
312;Tyrese Martin;SG;23;1;16;0;4.sij;0.6;1.tra;0.391;0.1;0.4;0.143;0.5;1;0.5;0.413;0.1;0.1;1;0.3;0.4;0.8;0.1;0.1;0;0.1;0.1;1.ožu
313;Garrison Mathews;SG;26;0;54;0;12.srp;1.tra;3.srp;0.363;1.vlj;3.ožu;0.35;0.2;0.4;0.476;0.52;0.9;1;0.906;0.2;1.sij;1.tra;0.5;0.4;0.1;0.4;1.sij;4.kol
313;Garrison Mathews;SG;26;11;45;0;13.tra;1.ožu;3.kol;0.353;1.vlj;3.tra;0.342;0.2;0.3;0.467;0.509;0.9;1;0.911;0.2;1.vlj;1.tra;0.5;0.5;0.1;0.4;1.vlj;4.kol
313;Garrison Mathews;SG;26;1;9;0;9.ožu;1.tra;3.tra;0.419;1.sij;2.kol;0.4;0.3;0.7;0.5;0.581;0.8;0.9;0.875;0.1;1.sij;1.vlj;0.3;0.1;0.1;0.1;0.7;4.kol
314;Bennedict Mathurin;SF;20;12;78;17;28.svi;5.ožu;12.vlj;0.434;1.ožu;4;0.323;4;8.vlj;0.488;0.487;4.kol;5.kol;0.828;1.sij;3;4.sij;1.svi;0.6;0.2;1.ruj;2.sij;16.srp
315;Wesley Matthews;SG;36;17;52;0;15.kol;1.sij;3.sij;0.363;0.8;2.tra;0.315;0.4;0.7;0.528;0.484;0.5;0.5;0.857;0.7;1.svi;2.vlj;0.7;0.4;0.3;0.3;1.tra;3.tra
316;Tyrese Maxey;SG;22;23;60;41;33.6;7.ožu;15.vlj;0.481;2.srp;6.vlj;0.434;4.srp;9.sij;0.513;0.568;3;3.lip;0.845;0.4;2.lip;2.ruj;3.svi;0.8;0.1;1.ožu;2.vlj;20.ožu
317;Skylar Mays;SG;25;25;6;6;31.svi;5.srp;11.ožu;0.5;2;4.ožu;0.462;3.srp;7;0.524;0.588;2;2.vlj;0.923;0.3;2.kol;3.vlj;8.ožu;1;0.2;1.srp;1.kol;15.ožu
318;Miles McBride;PG;22;20;64;2;11.ruj;1.vlj;3.tra;0.358;0.6;2.sij;0.299;0.6;1.ožu;0.457;0.451;0.4;0.7;0.667;0.2;0.6;0.8;1.sij;0.6;0.1;0.4;0.9;3.svi
319;Mac McClung;SG;24;23;2;0;20.svi;4.svi;10;0.45;2;5.svi;0.364;2.svi;4.svi;0.556;0.55;1.svi;2.svi;0.6;1.svi;3.svi;5;4.svi;0;0;1.svi;1.svi;12.svi
320;CJ McCollum;SG;31;19;75;75;35.3;7.kol;17.ruj;0.437;2.kol;7.vlj;0.389;5;10.srp;0.469;0.515;2.tra;3.vlj;0.769;0.7;3.lip;4.tra;5.srp;0.9;0.5;2.tra;2;20.ruj
321;T.J. McConnell;PG;30;12;75;6;20.ožu;3.kol;6.ruj;0.543;0.3;0.8;0.441;3.tra;6.vlj;0.556;0.568;0.8;0.9;0.853;0.6;2.svi;3.sij;5.ožu;1.sij;0.1;1.ruj;1.tra;8.srp
322;Jaden McDaniels;SF;22;18;79;79;30.lip;4.srp;9.sij;0.517;1.tra;3.tra;0.398;3.ožu;5.srp;0.588;0.591;1.ožu;1.kol;0.736;1.vlj;2.srp;3.ruj;1.ruj;0.9;1;1.tra;3.tra;12.sij
323;Jalen McDaniels;SF;25;0;80;24;23.ruj;3.svi;7.srp;0.455;1;2.ruj;0.332;2.lip;4.kol;0.53;0.518;1.svi;1.srp;0.841;0.8;3.svi;4.ožu;1.lip;1;0.4;1.vlj;2.lip;9.tra
323;Jalen McDaniels;SF;25;4;56;21;26.srp;3.ruj;8.kol;0.447;1.vlj;3.lip;0.322;2.kol;5.vlj;0.534;0.513;1.lip;1.ruj;0.846;0.8;4;4.kol;2;1.vlj;0.5;1.tra;2.kol;10.lip
323;Jalen McDaniels;SF;25;23;24;3;17.svi;2.svi;5.sij;0.488;0.5;1.ožu;0.4;2;3.ruj;0.516;0.537;1.vlj;1.tra;0.824;0.8;2.tra;3.vlj;0.8;0.7;0.2;0.5;2.sij;6.srp
324;Doug McDermott;SF;31;27;64;0;20.svi;3.srp;8.vlj;0.457;1.ruj;4.srp;0.413;1.kol;3.svi;0.516;0.575;0.8;1.sij;0.757;0.4;1.kol;2.vlj;1.tra;0.2;0.1;0.9;1.kol;10.vlj
325;JaVale McGee;C;35;7;42;7;8.svi;1.ruj;3;0.64;0;0.1;0.4;1.ruj;2.ruj;0.65;0.648;0.6;1;0.585;0.7;1.kol;2.svi;0.3;0.1;0.6;0.9;1.ožu;4.tra
326;Bryce McGowens;SG;20;4;46;7;17.sij;1.srp;4.tra;0.396;0.6;1.srp;0.325;1.vlj;2.srp;0.443;0.46;1.ožu;1.srp;0.75;0.4;1.lip;2;1.vlj;0.3;0.1;0.9;1;5.ožu
327;Rodney McGruder;SG;31;9;32;12;16.tra;1.ruj;4.kol;0.408;1.ožu;3;0.423;0.7;1.srp;0.382;0.543;0.6;0.7;0.818;0.6;1.srp;2.ožu;0.9;0.5;0;0.3;1.vlj;5.srp
328;Jordan McLaughlin;PG;26;18;43;0;15.kol;1.tra;3.tra;0.421;0.6;1.kol;0.308;0.9;1.lip;0.552;0.503;0.3;0.4;0.833;0.3;1.sij;1.tra;3.tra;0.7;0.1;0.8;0.7;3.srp
329;De'Anthony Melton;PG;24;23;77;58;27.ruj;3.lip;8.svi;0.425;2;5.vlj;0.39;1.lip;3.vlj;0.484;0.546;0.9;1.sij;0.793;0.9;3.vlj;4.sij;2.lip;1.lip;0.5;1.ožu;2.svi;10.sij
330;Sam Merrill;SG;26;6;5;0;11.kol;1.kol;4.tra;0.409;1;3.lip;0.278;0.8;0.8;1;0.523;0.4;0.4;1;0;1.kol;1.kol;1;0.8;0;0;0.6;5
331;Chimezie Metu;C;25;26;66;0;10.tra;2;3.ožu;0.589;0.1;0.6;0.237;1.kol;2.srp;0.663;0.61;0.8;1.sij;0.74;0.7;2.ožu;3;0.6;0.3;0.3;0.5;1.vlj;4.ruj
332;Khris Middleton;SF;31;17;33;19;24.ožu;5.tra;12.ožu;0.436;1.svi;4.ruj;0.315;3.kol;7.tra;0.516;0.499;2.kol;3.sij;0.902;0.8;3.tra;4.vlj;4.ruj;0.7;0.2;2.vlj;2.sij;15.sij
333;Patty Mills;PG;34;3;40;2;14.vlj;2.vlj;5.vlj;0.411;1.vlj;3.tra;0.366;0.9;1.ruj;0.493;0.529;0.6;0.8;0.833;0.2;0.9;1.sij;1.tra;0.4;0.1;0.8;0.8;6.vlj
334;Shake Milton;SG;26;23;76;11;20.lip;3.vlj;6.lip;0.479;0.7;1.ruj;0.378;2.tra;4.srp;0.521;0.535;1.ožu;1.svi;0.853;0.5;2;2.svi;3.vlj;0.3;0.2;1.vlj;1.lip;8.tra
335;Justin Minaya;SF;23;25;4;0;22.ožu;1.kol;5.kol;0.304;0.8;3;0.25;1;2.kol;0.364;0.37;0;0.3;0;0.8;3;3.kol;1;0.5;1.ožu;1;2.ožu;4.ožu
336;Josh Minott;SF;20;18;15;0;6.tra;1.vlj;2.tra;0.5;0.1;0.4;0.333;1.sij;2;0.533;0.528;0.5;0.5;1;0.3;1.ožu;1.srp;0.3;0.3;0.4;0.2;0.7;3.sij
337;Davion Mitchell;PG;24;26;80;9;18.sij;2.ožu;5;0.454;0.8;2.svi;0.32;1.svi;2.svi;0.584;0.533;0.3;0.4;0.806;0.2;1.sij;1.ožu;2.ožu;0.6;0.2;0.8;1.tra;5.lip
338;Donovan Mitchell;SG;26;6;68;68;35.8;10;20.lip;0.484;3.lip;9.ožu;0.386;6.tra;11.ožu;0.566;0.572;4.srp;5.tra;0.867;0.9;3.ožu;4.ožu;4.tra;1.svi;0.4;2.lip;2.svi;28.ožu
339;Evan Mobley;PF;21;6;79;79;34.4;6.lip;12;0.554;0.3;1.ožu;0.216;6.tra;10.srp;0.595;0.566;2.lip;3.kol;0.674;2.tra;6.lip;9;2.kol;0.8;1.svi;1.kol;2.kol;16.vlj
340;Isaiah Mobley;PF;23;6;13;0;6.svi;0.9;2.vlj;0.429;0.2;0.6;0.375;0.7;1.svi;0.45;0.482;0.3;0.3;1;0.3;1.vlj;1.svi;0.2;0.3;0.2;0.1;0.6;2.tra
341;Chima Moneke;SF;27;26;2;0;4;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;1;0;1;0;1;0.5;0;0;1;1;1
342;Malik Monk;SG;24;26;77;0;22.ožu;4.lip;10.ožu;0.448;1.ruj;5.vlj;0.359;2.kol;5.vlj;0.538;0.538;2.tra;2.srp;0.889;0.4;2.vlj;2.lip;3.ruj;0.6;0.3;1.ruj;1.lip;13.svi
343;Moses Moody;SG;20;10;63;3;13;1.srp;3.lip;0.476;0.8;2.sij;0.363;0.9;1.svi;0.641;0.584;0.6;0.8;0.698;0.4;1.vlj;1.srp;0.8;0.3;0.1;0.5;0.9;4.kol
344;Xavier Moon;SG;28;13;4;0;5;0.8;2.ožu;0.333;0.3;0.8;0.333;0.5;1.svi;0.333;0.389;0;0;0;0;0.8;0.8;1.ožu;0;0;0.3;0.5;1.kol
345;Wendell Moore Jr.;SG;21;18;29;2;5.ožu;0.6;1.svi;0.419;0.1;0.6;0.118;0.6;0.9;0.615;0.442;0.1;0.2;0.8;0.1;0.5;0.6;0.6;0.3;0.2;0.3;0.4;1.tra
346;Ja Morant;PG;23;15;61;59;31.9;9.ožu;19.ruj;0.466;1.svi;4.ruj;0.307;7.kol;15;0.519;0.504;6.sij;8.sij;0.748;1;4.ruj;5.ruj;8.sij;1.sij;0.3;3.tra;1.lip;26.vlj
347;Marcus Morris;PF;33;13;65;65;28.sij;4.vlj;9.ruj;0.426;1.srp;4.srp;0.364;2.svi;5.vlj;0.484;0.513;1;1.ožu;0.782;0.4;3.svi;4;1.kol;0.6;0.3;0.9;2.sij;11.vlj
348;Markieff Morris;PF;33;0;35;2;10.sij;1.ožu;3.ožu;0.409;0.8;2;0.394;0.5;1.ožu;0.432;0.53;0.3;0.3;1;0.4;1.srp;2;0.9;0.3;0.1;0.5;1.tra;3.kol
348;Markieff Morris;PF;33;3;27;1;10.lip;1.vlj;3;0.402;0.7;1.kol;0.408;0.5;1.vlj;0.394;0.524;0.4;0.4;1;0.5;1.srp;2.vlj;0.9;0.3;0.2;0.5;1.vlj;3.lip
348;Markieff Morris;PF;33;7;8;1;8.kol;1.kol;4.sij;0.424;1;2.kol;0.364;0.8;1.tra;0.545;0.545;0;0;0;0;1.svi;1.svi;0.8;0.1;0;0.5;1.ruj;4.svi
349;Monte Morris;PG;27;30;62;61;27.ožu;4;8.ožu;0.48;1.ožu;3.ožu;0.382;2.srp;5;0.543;0.555;1;1.vlj;0.831;0.4;3;3.tra;5.ožu;0.7;0.2;1;1.vlj;10.ožu
350;Trey Murphy III;SF;22;19;79;65;31;4.ruj;10.sij;0.484;2.lip;6.ožu;0.406;2.ožu;3.kol;0.611;0.61;2.vlj;2.tra;0.905;0.7;2.kol;3.lip;1.tra;1.sij;0.5;0.8;2;14.svi
351;Dejounte Murray;SG;26;1;74;74;36.4;8.ožu;17.kol;0.464;1.kol;5.vlj;0.344;6.svi;12.lip;0.514;0.514;2.sij;2.lip;0.832;0.7;4.svi;5.ožu;6.sij;1.svi;0.3;2.vlj;1.tra;20.svi
352;Jamal Murray;PG;25;8;65;65;32.8;7.ožu;16;0.454;2.lip;6.lip;0.398;4.lip;9.tra;0.494;0.537;2.kol;3.ožu;0.833;0.7;3.vlj;4;6.vlj;1;0.2;2.vlj;1.lip;20
353;Keegan Murray;SF;22;26;80;78;29.kol;4.tra;9.kol;0.453;2.lip;6.ožu;0.411;1.ruj;3.svi;0.527;0.584;0.8;1;0.765;1.sij;3.svi;4.lip;1.vlj;0.8;0.5;0.8;2;12.vlj
354;Mike Muscala;C;31;0;63;9;15;2.sij;4.lip;0.449;1.ožu;3.ožu;0.391;0.8;1.ožu;0.588;0.587;0.6;0.8;0.769;0.6;2.lip;3.vlj;0.8;0.2;0.4;0.4;1.lip;6.sij
354;Mike Muscala;C;31;21;43;5;14.svi;2.sij;4.srp;0.438;1.ožu;3.ožu;0.394;0.8;1.tra;0.541;0.576;0.7;0.9;0.795;0.5;2.lip;3.sij;0.9;0.3;0.4;0.3;1.lip;6.vlj
354;Mike Muscala;C;31;2;20;4;16.vlj;2.sij;4.svi;0.472;1.ožu;3.ožu;0.385;0.9;1.vlj;0.708;0.612;0.5;0.7;0.692;0.7;2.srp;3.tra;0.6;0.2;0.3;0.5;1.tra;5.ruj
355;Svi Mykhailiuk;SF;25;0;32;8;14.lip;2.tra;5.tra;0.445;1.ožu;3.sij;0.424;1.sij;2.ožu;0.473;0.566;0.8;1.vlj;0.667;0.5;1.vlj;1.srp;1.srp;0.5;0.1;0.8;0.7;6.ruj
355;Svi Mykhailiuk;SF;25;20;13;0;3.sij;0.5;0.9;0.5;0.5;0.8;0.6;0;0.2;0;0.75;0.2;0.4;0.6;0;0.5;0.5;0.1;0.1;0;0.2;0.1;1.lip
355;Svi Mykhailiuk;SF;25;4;19;8;22.svi;3.srp;8.svi;0.441;1.ruj;4.srp;0.404;1.kol;3.kol;0.486;0.553;1.vlj;1.kol;0.676;0.8;1.lip;2.tra;2.srp;0.7;0.2;1.vlj;1.vlj;10.lip
356;Larry Nance Jr.;PF;30;19;65;1;21.vlj;2.ruj;4.srp;0.61;0.2;0.6;0.333;2.lip;4;0.654;0.633;0.8;1.vlj;0.696;1.lip;3.kol;5.tra;1.kol;0.9;0.6;0.6;2;6.kol
