Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
86;Alex Caruso;PG;28;5;67;36;23.svi;1.ruj;4.ožu;0.455;0.8;2.ožu;0.364;1.sij;2;0.556;0.551;0.9;1.sij;0.808;0.6;2.ožu;2.ruj;2.ruj;1.svi;0.7;1.sij;2.tra;5.lip
87;Julian Champagnie;SF;21;0;17;3;18.kol;3.svi;7.lip;0.454;1.ruj;4.kol;0.402;1.svi;2.kol;0.542;0.581;0.8;1;0.824;0.6;2.ruj;3.svi;0.6;0.4;0.3;0.6;1.svi;9.srp
87;Julian Champagnie;SF;21;23;2;0;3.svi;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0
87;Julian Champagnie;SF;21;27;15;3;20.ruj;3.ruj;8.svi;0.461;2.vlj;5.tra;0.407;1.srp;3.sij;0.553;0.59;0.9;1.sij;0.824;0.7;3.ožu;4;0.7;0.3;0.3;0.7;1.srp;11
88;Justin Champagnie;SF;21;0;5;0;6.kol;1;3;0.333;0.2;1;0.2;0.8;2;0.4;0.367;0;0;0;0.6;1;1.lip;0.8;0.2;0;0;0.4;2.vlj
88;Justin Champagnie;SF;21;28;3;0;3.srp;1;1;1;0;0;0;1;1;1;1;0;0;0;0.3;1;1.ožu;0.3;0;0;0;0.3;2
88;Justin Champagnie;SF;21;2;2;0;11.svi;1;6;0.167;0.5;2.svi;0.2;0.5;3.svi;0.143;0.208;0;0;0;1;1;2;1.svi;0.5;0;0;0.5;2.svi
89;Kennedy Chandler;PG;20;15;36;0;7.kol;1;2.ožu;0.422;0.1;0.4;0.133;0.9;1.ruj;0.485;0.434;0.2;0.4;0.462;0.3;0.8;1.sij;1.lip;0.3;0.1;0.5;0.4;2.vlj
90;Max Christie;SG;19;14;41;3;12.svi;1.sij;2.lip;0.415;0.6;1.svi;0.419;0.4;1.sij;0.409;0.538;0.3;0.4;0.875;0.2;1.srp;1.kol;0.5;0.2;0.2;0.3;0.8;3.sij
91;Josh Christopher;SG;21;11;64;2;12.ožu;2.tra;5.sij;0.465;0.3;1.tra;0.236;2.sij;3.kol;0.55;0.497;0.7;0.9;0.75;0.3;0.8;1.sij;1.sij;0.5;0.2;0.9;0.9;5.kol
92;Brandon Clarke;PF;26;15;56;8;19.svi;4.sij;6.vlj;0.656;0;0.1;0.167;4.sij;6.sij;0.665;0.658;1.kol;2.tra;0.723;1.lip;3.ruj;5.svi;1.ožu;0.6;0.7;1;2.ožu;10
93;Jordan Clarkson;SG;30;29;61;61;32.6;7.svi;16.ruj;0.444;2.svi;7.svi;0.338;5;9.tra;0.53;0.519;3.ožu;4;0.816;1.vlj;2.ruj;4;4.tra;0.5;0.2;3;2;20.kol
94;Nic Claxton;C;23;3;76;76;29.ruj;5.tra;7.srp;0.705;0;0;0;5.tra;7.srp;0.708;0.705;1.kol;3.vlj;0.541;2.tra;6.kol;9.vlj;1.ruj;0.9;2.svi;1.ožu;2.kol;12.lip
95;Amir Coffey;SG;25;13;50;9;12.svi;1.sij;2.ruj;0.386;0.2;0.8;0.275;0.9;2.sij;0.429;0.424;1;1.ožu;0.778;0.3;0.7;1.sij;1.sij;0.1;0.1;0.4;1;3.tra
96;John Collins;PF;25;1;71;71;30;5.sij;10;0.508;1;3.tra;0.292;4.sij;6.lip;0.619;0.557;2;2.svi;0.803;1.sij;5.tra;6.svi;1.vlj;0.6;1;1.sij;3.sij;13.sij
97;Zach Collins;C;25;27;63;26;22.ruj;4.svi;8.srp;0.518;0.9;2.ožu;0.374;3.lip;6.tra;0.571;0.568;1.srp;2.ožu;0.761;1.kol;4.svi;6.tra;2.ruj;0.6;0.8;2;3.vlj;11.lip
98;Chance Comanche;C;26;25;1;0;21;3;5;0.6;0;0;0;3;5;0.6;0.6;1;4;0.25;2;1;3;0;0;1;0;0;7
99;Mike Conley;PG;35;0;67;66;30.ožu;3.ruj;9.sij;0.428;2;5.vlj;0.385;1.ruj;3.ruj;0.486;0.539;2.sij;2.svi;0.834;0.5;2.vlj;2.srp;6.srp;1.sij;0.2;1.svi;2.sij;11.ruj
99;Mike Conley;PG;35;29;43;42;29.srp;3.lip;8.srp;0.408;1.kol;5;0.362;1.kol;3.kol;0.469;0.511;1.kol;2.vlj;0.813;0.4;2.sij;2.svi;7.srp;1;0.2;1.srp;2.vlj;10.srp
99;Mike Conley;PG;35;18;24;24;31.4;4.svi;9.kol;0.46;2.tra;5.kol;0.42;2.sij;4;0.515;0.583;2.lip;3;0.863;0.7;2.svi;3.sij;5;1.vlj;0.2;1.vlj;1.ruj;14
100;Pat Connaughton;SG;30;17;61;33;23.srp;2.srp;6.ruj;0.392;1.kol;5.ožu;0.339;0.9;1.lip;0.566;0.521;0.4;0.7;0.659;0.8;3.kol;4.lip;1.ožu;0.6;0.2;0.5;1.sij;7.lip
101;Xavier Cooks;PF;27;30;10;1;12.lip;1.srp;2.kol;0.607;0;0.1;0;1.srp;2.srp;0.63;0.607;0.4;1;0.4;1.lip;2.vlj;3.kol;0.6;0.6;0.4;0.8;1.ožu;3.kol
102;Robert Covington;PF;32;13;48;0;16.vlj;2.sij;4.kol;0.445;1.sij;2.kol;0.397;1;1.ruj;0.516;0.563;0.6;0.8;0.75;0.6;2.kol;3.svi;1.vlj;0.8;0.7;0.7;1.kol;6
103;Torrey Craig;SF;32;24;79;60;24.srp;2.ruj;6.ožu;0.456;1.ožu;3.vlj;0.395;1.lip;3.sij;0.518;0.556;0.4;0.6;0.711;1.kol;3.lip;5.tra;1.svi;0.6;0.8;0.9;2.ožu;7.tra
104;Jae Crowder;SF;32;17;18;3;18.ruj;2.svi;5.vlj;0.479;1.ožu;3.sij;0.436;1.vlj;2.vlj;0.538;0.606;0.6;0.7;0.833;0.9;2.ruj;3.kol;1.svi;0.7;0.3;0.4;1.svi;6.ruj
105;Jarrett Culver;SG;23;1;10;1;13.srp;1.srp;4.ožu;0.395;0.1;1.vlj;0.083;1.lip;3.sij;0.516;0.407;0.9;1.ožu;0.692;1;2.kol;3.kol;0.6;0.6;0.2;0.7;1.tra;4.tra
106;Cade Cunningham;PG;21;9;12;12;33.3;7.kol;18.srp;0.415;1.tra;5.sij;0.279;6.ožu;13.lip;0.466;0.453;3;3.lip;0.837;1;5.vlj;6.vlj;6;0.8;0.6;3.ožu;2.kol;19.ruj
107;Seth Curry;SG;32;3;61;7;19.ruj;3.tra;7.tra;0.463;1.svi;3.kol;0.405;1.ruj;3.lip;0.525;0.568;0.8;0.9;0.927;0.2;1.tra;1.lip;1.lip;0.6;0.1;0.8;1.lip;9.vlj
108;Stephen Curry;PG;34;10;56;56;34.7;10;20.vlj;0.493;4.ruj;11.tra;0.427;5.sij;8.kol;0.579;0.614;4.lip;5;0.915;0.7;5.tra;6.sij;6.ožu;0.9;0.4;3.vlj;2.sij;29.tra
109;Dyson Daniels;PG;19;19;59;11;17.srp;1.svi;3.svi;0.418;0.5;1.svi;0.314;1;2.sij;0.492;0.483;0.4;0.7;0.65;0.6;2.lip;3.vlj;2.ožu;0.7;0.2;1;1.srp;3.kol
110;Anthony Davis;C;29;14;56;54;34;9.srp;17.vlj;0.563;0.3;1.ožu;0.257;9.ožu;15.ruj;0.589;0.573;6.vlj;7.ruj;0.784;3.svi;9.sij;12.svi;2.lip;1.sij;2;2.vlj;2.lip;25.ruj
111;Johnny Davis;SG;20;30;28;5;15.sij;2.tra;6.sij;0.386;0.6;2.svi;0.243;1.kol;3.lip;0.485;0.436;0.5;1;0.519;0.4;2;2.ožu;1;0.4;0.3;0.6;1.srp;5.kol
112;Terence Davis;SG;25;26;64;5;13.sij;2.tra;5.srp;0.423;1.tra;3.kol;0.366;1;1.ruj;0.537;0.545;0.5;0.7;0.791;0.3;1.ruj;2.vlj;1;0.7;0.2;0.8;1.lip;6.srp
113;JD Davison;PG;20;2;12;0;5.svi;0.7;1.lip;0.421;0.2;0.6;0.286;0.5;1;0.5;0.474;0.1;0.2;0.5;0.2;0.6;0.8;0.9;0.2;0.2;0.3;0.4;1.lip
114;Darius Days;PF;23;11;4;0;6.ožu;1.ožu;3;0.417;0.8;2.svi;0.3;0.5;0.5;1;0.542;0.5;0.5;1;0.3;1.ožu;1.svi;0.3;0;0.3;0;0.5;3.kol
115;Dewayne Dedmon;C;33;0;38;1;11.vlj;2;4;0.51;0.3;1;0.308;1.srp;2.ruj;0.58;0.55;0.9;1.ožu;0.673;0.9;2.lip;3.svi;0.7;0.2;0.5;0.7;2;5.vlj
115;Dewayne Dedmon;C;33;16;30;0;11.srp;2.sij;4.ožu;0.496;0.4;1.vlj;0.297;1.kol;3.sij;0.576;0.539;1.sij;1.svi;0.727;0.9;2.srp;3.lip;0.5;0.2;0.5;0.6;2;5.srp
115;Dewayne Dedmon;C;33;23;8;1;9.svi;1.lip;2.kol;0.591;0.1;0.3;0.5;1.svi;2.svi;0.6;0.614;0.1;0.6;0.2;0.8;2.tra;3.sij;1.ožu;0.3;0.6;0.8;1.kol;3.svi
116;Matthew Dellavedova;PG;32;26;32;0;6.srp;0.5;1.lip;0.34;0.3;0.8;0.333;0.3;0.7;0.348;0.43;0.1;0.2;0.571;0;0.4;0.4;1.ožu;0.2;0;0.3;0.6;1.svi
117;DeMar DeRozan;SF;33;5;74;74;36.2;8.ruj;17.lip;0.504;0.6;1.ruj;0.324;8.ožu;15.srp;0.526;0.522;6.vlj;7.sij;0.872;0.5;4.vlj;4.lip;5.sij;1.sij;0.5;2.sij;2.svi;24.svi
118;Moussa Diabaté;PF;21;13;22;1;8.ruj;1.sij;2.sij;0.511;0;0.1;0.5;1;2;0.511;0.521;0.5;0.7;0.625;1.tra;0.9;2.ožu;0.2;0.3;0.4;0.4;0.7;2.srp
119;Mamadi Diakite;PF;26;6;22;2;8;1.sij;2.ožu;0.48;0.3;1;0.333;0.8;1.ožu;0.586;0.55;0.1;0.1;1;0.4;1;1.tra;0.4;0.2;0.4;0.5;1.vlj;2.lip
120;Hamidou Diallo;SG;24;9;56;0;17.kol;3.kol;6.srp;0.573;0.1;0.4;0.238;3.kol;6.ožu;0.593;0.58;1.lip;2.lip;0.588;1;2.tra;3.svi;1;0.9;0.3;1.ožu;2.vlj;9.ožu
121;Gorgui Dieng;C;33;27;31;1;11.svi;1.svi;3.kol;0.385;0.7;2.tra;0.28;0.8;1.tra;0.571;0.474;0.3;0.4;0.769;0.9;2.lip;3.svi;1.srp;0.1;0.5;1;1.kol;3.ruj
122;Ousmane Dieng;SF;19;21;39;1;14.lip;1.ruj;4.lip;0.42;0.7;2.svi;0.265;1.ožu;2.sij;0.602;0.492;0.4;0.6;0.652;0.5;2.vlj;2.srp;1.vlj;0.4;0.2;0.7;1.sij;4.ruj
123;Spencer Dinwiddie;PG;29;0;79;79;34.5;5.kol;13.ožu;0.438;2.ožu;6.vlj;0.369;3.svi;7.sij;0.498;0.524;3.tra;4.vlj;0.812;0.4;3.sij;3.tra;6.svi;0.8;0.3;1.kol;2.tra;17.ožu
123;Spencer Dinwiddie;PG;29;7;53;53;34.1;6;13.sij;0.455;2.lip;6.tra;0.405;3.tra;6.srp;0.504;0.555;3.vlj;3.ruj;0.821;0.4;2.srp;3.sij;5.ožu;0.7;0.3;1.srp;2.ožu;17.srp
123;Spencer Dinwiddie;PG;29;3;26;26;35.3;5.svi;13.srp;0.404;1.srp;5.srp;0.289;3.ruj;8;0.488;0.465;3.kol;4.srp;0.797;0.3;3.kol;4.sij;9.sij;1.sij;0.3;2.sij;2.tra;16.svi
124;Donte DiVincenzo;SG;26;10;72;36;26.ožu;3.ožu;7.svi;0.435;2.sij;5.ožu;0.397;1.vlj;2.ožu;0.525;0.574;0.8;1;0.817;1.sij;3.tra;4.svi;3.svi;1.ožu;0.1;1.lip;1.kol;9.tra
125;Luka Don?i?;PG;23;7;66;66;36.2;10.ruj;22;0.496;2.kol;8.vlj;0.342;8.sij;13.kol;0.588;0.56;7.kol;10.svi;0.742;0.8;7.kol;8.lip;8;1.tra;0.5;3.lip;2.svi;32.4
126;Tyler Dorsey;SG;26;7;3;0;2.srp;1.ožu;1.srp;0.8;0.3;0.7;0.5;1;1;1;0.9;0;0;0;0.3;0.3;0.7;0;0;0;0;0;3
127;Luguentz Dort;SG;23;21;74;73;30.srp;4.lip;11.kol;0.388;1.kol;5.svi;0.33;2.kol;6.ožu;0.44;0.466;2.srp;3.svi;0.772;1.srp;2.ruj;4.lip;2.sij;1;0.3;1.vlj;3.ožu;13.srp
128;Ayo Dosunmu;SG;23;5;80;51;26.vlj;3.svi;7.sij;0.493;0.7;2.tra;0.312;2.kol;4.kol;0.583;0.545;0.8;1;0.805;0.6;2.vlj;2.kol;2.lip;0.8;0.3;1.vlj;2.ožu;8.lip
129;Devon Dotson;PG;23;30;6;0;8.kol;0.2;1.srp;0.1;0.2;0.7;0.25;0;1;0;0.15;0;0;0;1;0.7;1.srp;1.ožu;0.8;0;0.5;1.svi;0.5
130;Jeff Dowtin;PG;25;28;25;0;10.tra;1;2.ožu;0.439;0.2;0.6;0.313;0.8;1.lip;0.488;0.482;0.2;0.4;0.667;0.2;0.7;0.9;1.vlj;0.4;0.1;0.2;0.5;2.tra
131;PJ Dozier;SG;26;26;16;0;4.ruj;0.6;2.sij;0.303;0.1;1;0.125;0.5;1.sij;0.471;0.333;0;0;0;0.1;0.8;0.9;0.6;0.4;0.1;0.3;0.4;1.tra
132;Goran Dragi?;PG;36;0;58;0;15;2.tra;5.kol;0.421;0.9;2.svi;0.359;1.svi;3.ožu;0.468;0.499;0.5;0.8;0.689;0.3;1.sij;1.tra;2.lip;0.2;0.1;1.sij;1.sij;6.ožu
132;Goran Dragi?;PG;36;5;51;0;15.tra;2.svi;5.ruj;0.425;0.9;2.svi;0.352;1.lip;3.tra;0.48;0.5;0.5;0.8;0.659;0.3;1.sij;1.tra;2.srp;0.2;0.1;1.sij;1.vlj;6.tra
132;Goran Dragi?;PG;36;17;7;0;11.ruj;2;5.sij;0.389;1;2.tra;0.412;1;2.srp;0.368;0.486;0.6;0.6;1;0.4;1.ožu;1.srp;1.srp;0.3;0;1;0.3;5.lip
133;Andre Drummond;C;29;5;67;0;12.srp;2.svi;4.sij;0.606;0;0;0;2.svi;4;0.613;0.606;1;1.ruj;0.536;2.sij;4.lip;6.lip;0.5;0.7;0.4;1.sij;1.srp;6
134;Chris Duarte;SF;25;12;46;12;19.svi;2.srp;7.vlj;0.369;1.vlj;3.kol;0.316;1.svi;3.svi;0.428;0.452;1.ožu;1.lip;0.847;0.4;2.sij;2.svi;1.tra;0.5;0.2;0.9;1.tra;7.ruj
135;David Duke Jr.;SG;23;3;23;0;9.ruj;1.lip;3.tra;0.462;0;0.5;0.083;1.svi;2.ruj;0.53;0.468;0.5;0.7;0.706;0.5;0.8;1.ožu;0.9;0.4;0;0.8;1.ožu;3.srp
136;Kris Dunn;PG;28;29;22;3;25.kol;5.ožu;9.kol;0.537;0.8;1.lip;0.472;4.svi;8.vlj;0.55;0.576;1.ruj;2.tra;0.774;0.4;4.sij;4.svi;5.lip;1.sij;0.5;1.lip;2.lip;13.vlj
137;Kevin Durant;PF-SF;34;0;47;47;35.6;10.ožu;18.ožu;0.56;2;4.ruj;0.404;8.ožu;13.tra;0.617;0.614;6.svi;7.sij;0.919;0.4;6.ožu;6.srp;5;0.7;1.tra;3.ožu;2.sij;29.sij
137;Kevin Durant;PF;34;3;39;39;36;10.svi;18.kol;0.559;1.kol;4.kol;0.376;8.srp;14;0.622;0.607;6.kol;7.ožu;0.934;0.4;6.tra;6.srp;5.ožu;0.8;1.svi;3.svi;2.tra;29.srp
137;Kevin Durant;SF;34;24;8;8;33.6;9.sij;16;0.57;2.kol;5.sij;0.537;6.tra;10.ruj;0.586;0.656;5;6;0.833;0.4;6;6.tra;3.svi;0.3;1.ožu;2.svi;0.9;26
138;Jalen Duren;C;19;9;67;31;24.ruj;3.ruj;5.ruj;0.648;0;0;0;3.ruj;5.ruj;0.652;0.648;1.tra;2.ožu;0.611;3.tra;5.svi;8.ruj;1.sij;0.7;0.9;1.tra;2.srp;9.sij
139;Tari Eason;PF;21;11;82;5;21.svi;3.lip;8;0.448;0.7;2.sij;0.343;2.ruj;6;0.486;0.493;1.ožu;1.kol;0.752;2.tra;3.srp;6;1.sij;1.vlj;0.6;1.vlj;2.ožu;9.ožu
140;Anthony Edwards;SG;21;18;79;79;36;8.ruj;19.svi;0.459;2.srp;7.ožu;0.369;6.ožu;12.vlj;0.513;0.528;4;5.ožu;0.756;0.6;5.vlj;5.kol;4.tra;1.lip;0.7;3.ožu;2.tra;24.lip
141;Kessler Edwards;SF;22;0;36;4;10.srp;1;2.lip;0.387;0.5;1.svi;0.309;0.5;1.sij;0.5;0.478;0.3;0.4;0.733;0.6;1.sij;1.srp;0.6;0.4;0.2;0.4;1.sij;2.kol
141;Kessler Edwards;SF;22;3;14;1;5.lip;0.4;1.srp;0.25;0.1;0.9;0.167;0.3;0.9;0.333;0.292;0.1;0.1;0.5;0.4;0.6;1;0.1;0.2;0.1;0.3;0.2;1.sij
141;Kessler Edwards;SF;22;26;22;3;13.ruj;1.tra;3.sij;0.435;0.7;2;0.349;0.7;1.vlj;0.577;0.543;0.5;0.6;0.769;0.8;1.tra;2.sij;1;0.5;0.2;0.4;1.srp;3.ruj
142;Keon Ellis;SG;23;26;16;0;4.tra;0.4;1;0.438;0.4;0.8;0.5;0.1;0.3;0.25;0.625;0.3;0.4;0.571;0.3;0.3;0.5;0.4;0.3;0.1;0.1;0.6;1.svi
143;Joel Embiid;C;28;23;66;66;34.6;11;20.sij;0.548;1;3;0.33;10;17.sij;0.587;0.573;10;11.srp;0.857;1.srp;8.tra;10.vlj;4.vlj;1;1.srp;3.tra;3.sij;33.1
144;Drew Eubanks;C;25;25;78;28;20.ožu;2.srp;4.ožu;0.641;0.1;0.2;0.389;2.srp;4.sij;0.655;0.651;1.sij;1.lip;0.664;1.srp;3.srp;5.tra;1.ožu;0.5;1.ožu;0.9;2.vlj;6.lip
145;Bruno Fernando;C;24;0;39;4;10.tra;1.svi;2.ruj;0.527;0;0.1;0;1.svi;2.kol;0.546;0.527;0.9;1.ožu;0.7;1.tra;2.sij;3.svi;0.8;0.2;0.9;0.6;1.ruj;3.ruj
145;Bruno Fernando;C;24;11;31;4;11.srp;1.svi;3;0.516;0;0;0;1.svi;3;0.522;0.516;1;1.tra;0.682;1.svi;2.tra;3.ruj;1;0.2;1;0.6;2.vlj;4.sij
145;Bruno Fernando;C;24;1;8;0;5.sij;1.tra;2.tra;0.579;0;0.4;0;1.tra;2;0.688;0.579;0.6;0.8;0.833;0.8;1.sij;1.ruj;0.1;0;0.4;0.6;0.8;3.tra
146;Dorian Finney-Smith;PF;29;0;66;66;30.tra;3;7.lip;0.391;1.srp;5.sij;0.337;1.vlj;2.svi;0.503;0.505;0.7;0.9;0.763;1.srp;3.sij;4.kol;1.svi;0.8;0.5;0.9;2.vlj;8.ožu
146;Dorian Finney-Smith;PF;29;7;40;40;32.2;3.vlj;7.kol;0.416;1.ruj;5.tra;0.355;1.ožu;2.ožu;0.559;0.54;0.8;1;0.75;1.srp;3;4.srp;1.svi;1;0.5;0.9;2;9.sij
146;Dorian Finney-Smith;PF;29;3;26;26;27.srp;2.lip;7.ožu;0.351;1.tra;4.srp;0.306;1.vlj;2.srp;0.429;0.448;0.6;0.7;0.789;1.kol;3.sij;4.ruj;1.lip;0.7;0.6;1;2.svi;7.vlj
147;Malachi Flynn;PG;24;28;53;2;13;1.lip;4.lip;0.36;0.9;2.svi;0.353;0.8;2.sij;0.367;0.457;0.5;0.6;0.758;0.3;1.vlj;1.tra;1.ožu;0.4;0.1;0.5;1.vlj;4.lip
148;Simone Fontecchio;SF;27;29;52;6;14.srp;2.vlj;6;0.369;1.vlj;3.srp;0.33;1;2.ožu;0.43;0.47;0.7;0.8;0.795;0.6;1.sij;1.srp;0.8;0.3;0.2;0.8;1.vlj;6.ožu
149;Bryn Forbes;SG;29;18;25;0;10.srp;1.vlj;3.ožu;0.361;0.6;1.kol;0.304;0.6;1.svi;0.432;0.446;0.6;0.6;1;0.2;0.4;0.6;0.7;0.3;0.1;0.5;0.9;3.lip
150;Trent Forrest;PG;24;1;23;3;12;1.sij;2.lip;0.417;0;0.1;0;1.sij;2.svi;0.431;0.417;0.1;0.1;0.667;0.2;1.tra;1.lip;1.srp;0.3;0.1;0.7;0.7;2.ožu
151;Michael Foster Jr.;PF;20;23;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
152;Evan Fournier;SG;30;20;27;7;17;2.sij;6.sij;0.337;1.ožu;4.vlj;0.307;0.8;1.ruj;0.404;0.443;0.7;0.8;0.857;0.1;1.srp;1.kol;1.ožu;0.6;0.1;0.8;1.srp;6.sij
153;De'Aaron Fox;PG;25;26;73;73;33.4;9.ožu;18.vlj;0.512;1.lip;5;0.324;7.srp;13.vlj;0.584;0.557;4.srp;6;0.78;0.5;3.lip;4.vlj;6.sij;1.sij;0.3;2.svi;2.tra;25
154;Markelle Fultz;PG;24;22;60;60;29.lip;5.kol;11.ožu;0.514;0.5;1.svi;0.31;5.tra;9.ruj;0.544;0.534;1.ruj;2.tra;0.783;1.vlj;2.kol;3.ruj;5.srp;1.svi;0.4;2.ožu;2.vlj;14
155;Wenyen Gabriel;PF;25;14;68;2;15.sij;2.ožu;3.kol;0.596;0.1;0.5;0.278;2.sij;3.ožu;0.647;0.615;0.8;1.vlj;0.619;1.srp;2.svi;4.vlj;0.5;0.4;0.5;0.7;2.sij;5.svi
156;Daniel Gafford;C;24;30;78;47;20.lip;3.srp;5.sij;0.732;0;0;0;3.srp;5.sij;0.732;0.732;1.lip;2.tra;0.679;2.sij;3.svi;5.lip;1.sij;0.4;1.ožu;1.sij;2.tra;9
157;Darius Garland;PG;23;6;69;69;35.5;7.lip;16.tra;0.462;2.tra;6;0.41;5.sij;10.tra;0.492;0.537;4;4.srp;0.863;0.4;2.ožu;2.srp;7.kol;1.vlj;0.1;2.ruj;2.sij;21.lip
158;Usman Garuba;PF;20;11;75;1;12.ruj;1.sij;2.tra;0.486;0.3;0.8;0.407;0.8;1.lip;0.525;0.554;0.4;0.6;0.617;1.lip;2.svi;4.sij;0.9;0.6;0.4;0.6;1.kol;3
159;Luka Garza;C;24;18;28;0;8.srp;2.ožu;4.sij;0.543;0.5;1.tra;0.359;1.kol;2.kol;0.636;0.603;1.svi;1.ruj;0.788;1.vlj;1.sij;2.ožu;0.6;0.1;0.1;0.5;1.svi;6.svi
160;Rudy Gay;PF;36;29;56;0;14.lip;1.ruj;5.sij;0.38;0.6;2.ožu;0.254;1.tra;2.kol;0.484;0.437;0.8;0.9;0.857;0.6;2.ožu;2.ruj;1;0.3;0.3;0.7;1.vlj;5.vlj
161;Paul George;SG;32;13;56;56;34.6;8.vlj;17.ruj;0.457;2.kol;7.lip;0.371;5.tra;10.ožu;0.521;0.536;4.lip;5.ožu;0.871;0.8;5.ožu;6.sij;5.sij;1.svi;0.4;3.sij;2.kol;23.kol
162;Taj Gibson;C;37;30;49;2;9.kol;1.ožu;2.lip;0.52;0.2;0.5;0.333;1.vlj;2.sij;0.564;0.552;0.6;0.9;0.714;0.7;1.vlj;1.ruj;0.7;0.3;0.2;0.5;1.srp;3.tra
163;Josh Giddey;SG;20;21;76;76;31.sij;7.sij;14.srp;0.482;1;3.sij;0.325;6.sij;11.lip;0.524;0.516;1.tra;1.ruj;0.731;1.ruj;5.ruj;7.ruj;6.vlj;0.8;0.4;2.kol;1.ruj;16.lip
164;Shai Gilgeous-Alexander;PG;24;21;68;68;35.5;10.tra;20.ožu;0.51;0.9;2.svi;0.345;9.svi;17.kol;0.533;0.531;9.kol;10.ruj;0.905;0.9;4;4.kol;5.svi;1.lip;1;2.kol;2.kol;31.4
165;Anthony Gill;PF;30;30;59;8;10.lip;1.vlj;2.vlj;0.538;0.1;0.5;0.138;1.sij;1.srp;0.65;0.553;0.8;1.sij;0.731;0.6;1.sij;1.srp;0.6;0.1;0.2;0.3;1.vlj;3.ožu
166;Jacob Gilyard;PG;24;15;1;0;41;1;3;0.333;1;3;0.333;0;0;0;0.5;0;0;0;0;4;4;7;3;0;2;3;3
167;Rudy Gobert;C;30;18;70;70;30.srp;5.sij;7.kol;0.659;0;0;0;5.sij;7.kol;0.663;0.659;3.sij;4.ruj;0.644;3.ožu;8.ožu;11.lip;1.vlj;0.8;1.tra;1.srp;3;13.tra
168;Jordan Goodwin;PG;24;30;62;7;17.kol;2.svi;5.srp;0.448;0.6;1.ruj;0.322;1.ruj;3.kol;0.511;0.501;0.9;1.sij;0.768;0.9;2.tra;3.ožu;2.srp;0.9;0.4;0.9;1.svi;6.lip
169;Aaron Gordon;PF;27;8;68;68;30.2;6.ožu;11.vlj;0.564;0.9;2.svi;0.347;5.tra;8.lip;0.628;0.603;2.kol;4.lip;0.608;2.tra;4.sij;6.lip;3;0.8;0.8;1.tra;1.ruj;16.ožu
170;Eric Gordon;SG;34;0;69;58;28.svi;4.vlj;9.svi;0.446;1.ruj;5.vlj;0.371;2.ožu;4.ožu;0.535;0.547;2.sij;2.svi;0.821;0.2;1.srp;1.ruj;2.srp;0.6;0.4;1.svi;1.sij;12.tra
170;Eric Gordon;SG;34;11;47;47;30.2;4.svi;10.vlj;0.439;1.kol;5.vlj;0.347;2.srp;5;0.536;0.528;2.ožu;2.ruj;0.815;0.3;1.kol;2.sij;2.ruj;0.6;0.4;1.kol;1;13.sij
170;Eric Gordon;SG;34;13;22;11;24.ruj;3.srp;8;0.463;2.sij;5;0.423;1.svi;2.ruj;0.531;0.597;1.svi;1.srp;0.842;0.2;1.svi;1.srp;2.sij;0.6;0.4;1;1.svi;11
171;Devonte' Graham;PG;27;0;73;8;18.ožu;2.vlj;5.ruj;0.374;1.lip;4.lip;0.352;0.6;1.ožu;0.452;0.512;1.ožu;1.kol;0.748;0.3;1.tra;1.srp;2.srp;0.6;0.2;0.7;1.sij;7.tra
171;Devonte' Graham;PG;27;19;53;0;15.ožu;1.lip;4.tra;0.368;1.vlj;3.lip;0.347;0.4;0.8;0.463;0.511;0.8;1.sij;0.746;0.2;1.sij;1.tra;2.vlj;0.6;0.2;0.5;0.9;5.ožu
171;Devonte' Graham;PG;27;27;20;8;26.tra;3.kol;10;0.38;2.srp;7.tra;0.358;1.vlj;2.lip;0.442;0.513;2.srp;3.lip;0.75;0.4;2.vlj;2.svi;4;0.8;0.3;1.ožu;1.lip;13
172;Jerami Grant;PF;28;25;63;63;35.7;6.ruj;14.svi;0.475;2.ožu;5.srp;0.401;4.lip;8.kol;0.523;0.554;4.tra;5.tra;0.813;0.8;3.srp;4.svi;2.tra;0.8;0.8;1.kol;2.tra;20.svi
173;RaiQuan Gray;PF;23;3;1;0;35;6;12;0.5;2;5;0.4;4;7;0.571;0.583;2;2;1;3;6;9;7;0;1;4;5;16
174;A.J. Green;SG;23;17;35;1;9.ruj;1.svi;3.lip;0.424;1.ožu;3;0.419;0.3;0.6;0.45;0.6;0.1;0.1;1;0.2;1.sij;1.ožu;0.6;0.2;0;0.3;0.9;4.tra
175;Danny Green;SG;35;0;11;0;12.svi;2;4.svi;0.449;1.svi;3.tra;0.432;0.5;1.sij;0.5;0.612;0.1;0.1;1;0.3;1;1.ožu;0.5;0.5;0.3;0.9;1.svi;5.svi
175;Danny Green;SG;35;15;3;0;14.ožu;1;3.srp;0.273;1;2.srp;0.375;0;1;0;0.409;0;0;0;0.3;1;1.ožu;0.7;0.3;0;1;2;3
